Title,Date,Views,Likes,Comments,Video_ID,Category,LTV,CTL,Diff
"WARNING, PLEASE KEEP IN MIND. All your problems are not a DIY Job. You may need a shop. #JTtheCarGuy",2022-05-03T19:00:15Z,200697,4449,308,VGOoQNpjl-4,AutosVehicles,2.216774541,6.922904023,1146
You're only a 20-minute install away from completely transforming the ride & feel of your Tacoma.,2022-05-03T16:50:03Z,864124,15701,384,9TGnSquXWSg,AutosVehicles,1.816984599,2.445704095,1146
The 2022 BMW i4 Is a 540-Horsepower Electric M3 Rival,2022-05-03T15:56:13Z,1010202,16742,2555,qmqm5FrRN8A,AutosVehicles,1.657292304,15.26102019,1146
The Lexus LX600 has an insanely luxurious back seat! 🤯,2022-05-03T09:04:26Z,8260598,443413,4290,hr7GqjiT7wc,AutosVehicles,5.367807512,0.9674953148,1146
When You Have A Project Due Tomorrow & You Don’t Have The Board,2022-05-03T22:23:12Z,2776812,115023,324,qNZ5xgXONLQ,Comedy,4.142268184,0.2816827939,1146
What does a Shamrock Shake taste like??,2022-05-03T19:00:12Z,801791,33875,460,lXVMV8MMMVM,Comedy,4.224916468,1.357933579,1146
I left Pop Rocks in Raspberry Gin for a week,2022-05-03T17:39:08Z,11827792,1037740,5470,_sUBhn93rQ8,Comedy,8.773742386,0.5271069825,1146
How Do Bees Make Honey? | The Science of Food! | SciShow Kids,2022-05-03T10:00:12Z,683404,2503,0,A4YIpGQiD3w,Education,0.3662548068,0,1146
"Puse a prueba estos rayos x para ver a traves de las paredes ""Walabot""",2022-05-03T22:23:10Z,15634805,1692336,4662,jWiV4bWsDl4,Entertainment,10.82415802,0.2754772102,1146
How to make a triple beyblade launcher! #Shorts #Crafts,2022-05-03T21:40:21Z,1165407,32338,96,_WnmSLGj_NI,Entertainment,2.774824589,0.2968643701,1146
BIGFOOT’S GROWL SHOCKS HUNTER | The Proof Is Out There | #Shorts,2022-05-03T21:35:53Z,2740264,118244,7393,wnbia7iD0r8,Entertainment,4.315058695,6.252325699,1146
Ben 10 Misses the School Bus (Minecraft Animation) #shorts,2022-05-03T19:17:42Z,1012499,35846,90,95AIlN3W2hk,FilmAnimation,3.540349176,0.2510740389,1146
I Built a Roller Coaster for $50! #creatornow,2022-05-03T02:27:55Z,382354,13564,201,_4fpOXZQWUI,FilmAnimation,3.547497868,1.481863757,1146
A REAL FUNÇÃO DO BOTÃO ANALOG DO PS2 e como desligar a luz vermelha! #shorts,2022-05-03T22:15:02Z,1245750,120171,581,gRkt35crkRQ,Gaming,9.646478025,0.4834777109,1146
How to plant onions with seeds and get a large harvest for the season,2022-05-03T15:48:26Z,154551,4028,25,lb-9s13K9cQ,HowtoStyle,2.606259422,0.6206554121,1146
One Clipped Off The Zipline Back To The Lobby 🤣 (Apex Legends) #shortvideo #shorts,2022-05-03T14:19:02Z,1771,35,2,2UyZAqil-gg,Music,1.976284585,5.714285714,1146
Ala Barfi|Pawandeep Rajan|unseen|coversong #pawandeeprajan #shorts #shortsvideo #mohitchauhan,2022-05-03T10:04:26Z,5235,483,6,_3-VmzlquT4,Music,9.226361032,1.242236025,1146
I Don’t Care What The Bible Says | Ana Kasparian,2022-05-03T21:01:37Z,328662,17881,9272,yQOyx0k6YG8,NewsPolitics,5.440543781,51.85392316,1146
To Destroy a Human Life Is a GREAT EVIL,2022-05-03T18:15:03Z,1296929,71691,6829,TUGtAMUcjBE,NewsPolitics,5.527750555,9.525602935,1146
La India compra petróleo ruso a precio de saldo,2022-05-03T11:00:00Z,232773,7062,559,3G9bUTYTq2E,NewsPolitics,3.033857019,7.915604645,1146
Using bread to make a forge? #shorts,2022-05-03T17:08:03Z,12558383,503784,2850,6aCTeNZW660,ScienceTech,4.011535562,0.5657186413,1146
Why is India unable to design a jet engine for fighters?,2022-05-03T16:00:34Z,458595,19359,1458,yMoN5wSbovw,ScienceTech,4.221371799,7.531380753,1146
Scoring a HEADER from the edge of the box! #shorts,2022-05-03T11:00:15Z,7127794,128317,253,XWzGDCnFDno,Sports,1.800234406,0.1971679512,1146
¿Qué edades tienen los países?,2022-05-03T22:00:23Z,1782715,55813,4058,NvY4kq4cIsk,TravelEvents,3.130786469,7.270707541,1146
Weight testing a ballnut,2022-05-03T14:54:25Z,62523735,1761506,8292,9lMbtDX52tY,TravelEvents,2.817339687,0.4707335655,1146
Nunca más el profe se volvió a meter con ese estudiante 😂,2022-05-02T23:12:10Z,41342135,4892668,10861,lXaMhO-3O58,Comedy,11.8345799,0.2219852236,1147
COMO MUDAR A COR DA SUA CAPINHA 😱,2022-05-02T22:00:01Z,4339978,413753,1339,6H2GNS_HxfQ,Comedy,9.533527589,0.3236230311,1147
Is Reselling Shoes a Good Side Hustle?,2022-05-02T10:15:35Z,4668996,314714,1400,8HR4gph7JTE,Comedy,6.740506953,0.4448483385,1147
Blippi Takes a Trip to Netflix! | Netflix Jr #Shorts,2022-05-02T18:30:30Z,332350,6026,0,Z3q92WhtxE0,Education,1.813148789,0,1147
You Won't Believe How the Rothschild Family Built Their $500B Fortune,2022-05-02T04:00:02Z,775302,42273,867,8W7AF6jyB0o,Education,5.452455946,2.05095451,1147
A Day In The Life Of Mythical Chef Josh,2022-05-02T10:00:17Z,1412652,97332,558,gelOE49mLxo,Entertainment,6.890019623,0.5732955246,1147
Destroying A Shoe For The Perfect Fit! Bespoke Gaziano & Girling Shoes | #Shorts,2022-05-02T16:00:26Z,78964743,1755388,9705,kXJCTUcsnF8,HowtoStyle,2.223002233,0.5528692232,1147
How Many Ways Can You Play a Bb?,2022-05-02T21:00:17Z,558171,17551,171,s1o_lYQSXTY,Music,3.144376902,0.9743034585,1147
When you date a METAL guitarist...,2022-05-02T15:18:42Z,1443383,53717,1206,ffr-q93jE2c,Music,3.721604037,2.245099317,1147
💕 A Ram Sam Sam 👏👏👏 | Comptines à gestes pour bébé | BB LouLou,2022-05-02T13:00:21Z,22839986,68274,0,QgiZLOl1Vlc,Music,0.2989231254,0,1147
How To Remove Unwanted Grass Using A Sod Cutter ✂️✂️✂️,2022-05-02T19:54:12Z,275512,2073,48,Z-P5KwMarYQ,PeopleBlogs,0.7524173176,2.315484805,1147
When You Realize You're A Vegan #Shorts,2022-05-02T12:00:03Z,8396440,474537,2659,843olPwdOKw,PeopleBlogs,5.651645221,0.5603356535,1147
The Power of Pollinators,2022-05-02T14:00:16Z,218152,2371,110,eDxZojp9yNg,PetsAnimals,1.08685687,4.639392661,1147
COMO BATER FALTA | QUAL REGIÃO DO PÉ QUE ACERTA A BOLA?,2022-05-02T14:00:01Z,1387253,78440,350,11y3NygnW98,Sports,5.654339908,0.4462009179,1147
"A COSTELA DESMANCHOU - Churrasco Americano em Cotia, São Paulo #Shorts",2022-05-02T21:15:00Z,5621885,565484,1960,R_1lcn9WElQ,TravelEvents,10.05861913,0.3466057395,1147
How To Check For Warped Rotors or A Sticky Brake Caliper Easy Fix!,2022-05-01T21:18:15Z,73403,1552,42,yBCand1SZns,AutosVehicles,2.114354999,2.706185567,1148
Who of you likes to take a walk with the Kia Sportage?! #shorts | jessicarmaniac | PHEV | Hybrid,2022-05-01T07:13:40Z,1409988,32864,301,Vpcegry6TCk,AutosVehicles,2.330799978,0.915895813,1148
Jay Pharoah Does a Denzel Washington Impression #shorts,2022-05-01T22:30:05Z,290880,10730,131,jYR7vosO8To,Comedy,3.688806381,1.220876048,1148
I Became A Member Of The Royal Family For 43 Minutes,2022-05-01T16:20:12Z,8535485,324382,7899,l0Xw6NMlRQ4,Comedy,3.800393299,2.435091959,1148
KI A LEGVICCESEBB NÉZŐM?! #7,2022-05-01T13:37:56Z,938713,32993,495,jTIg5gUbEtc,Comedy,3.514705773,1.500318249,1148
Important Lesson From A Psychologist - Dr Julie #shorts,2022-05-01T17:00:14Z,776465,76274,728,JQ9jcQqyrJU,Education,9.823237364,0.9544536802,1148
Amizade Patrick e Bob Esponja | Netflix Brasil,2022-05-01T20:00:05Z,36422668,1003469,0,0Hqr99jDNvg,Entertainment,2.755067256,0,1148
Rampando lombada com a MTB,2022-05-01T13:58:46Z,3410,94,0,yWbNoW4cuX4,Entertainment,2.75659824,0,1148
Trilha de aro 26 do grau (A pior burrise q ja fiz em minha vida),2022-05-01T13:23:52Z,70,6,3,gX3t8kflm3g,Entertainment,8.571428571,50,1148
How to tighten a loose headset | Fix bicycle headset,2022-05-01T09:47:09Z,551165,15389,85,P4me_yAQ8h8,Entertainment,2.792085855,0.5523425824,1148
Abuela's Best & Weirdest Meals! | Spin the Wheel | The Casagrandes,2022-05-01T13:59:46Z,3191614,14344,0,05DQVrViAS0,FilmAnimation,0.4494277817,0,1148
Do you have a normal mind?,2022-05-01T17:15:00Z,49934025,2487781,520254,LzKjei45Q-o,Gaming,4.982135928,20.91237131,1148
Turning Ice into a Diamond 🧊💎 #shorts,2022-05-01T21:05:06Z,61857753,4893356,6732,FIRQSAwF0bI,HowtoStyle,7.910659154,0.1375742946,1148
CH inti auto rikshaw drawing #shorts,2022-05-01T03:15:22Z,8392,378,5,WRTHyPtCZcI,HowtoStyle,4.5042898,1.322751323,1148
How to Change a Violin String,2022-05-01T20:08:19Z,49643,1836,16,qLEvGsdosKc,Music,3.698406623,0.871459695,1148
A Random Wraith Spawned From Out Of No Where?????? 🤣🤣🤣 (Apex Legends) #shorts #shortvideo,2022-05-01T19:59:59Z,1740,34,4,7ZHMZ0-69g0,Music,1.954022989,11.76470588,1148
Vibing to Firecracker on loop | She’s A Firecracker | Jayeshbhai Jordaar | Ranveer Singh #yrfshorts,2022-05-01T08:30:10Z,965205,42973,158,hArIwoyIGV4,Music,4.452214814,0.3676727247,1148
5 Reasons NOT to buy a live aboard sailing boat  - (Watch before you buy!),2022-05-01T16:53:07Z,759161,12778,863,02cbrDyE5Ko,PeopleBlogs,1.683173925,6.753795586,1148
Three of The Biggest Shark Fights In The Tank | Shark Tank US | Shark Tank Global,2022-05-01T15:59:48Z,13016743,147787,6863,IeEQZNeyWKg,PeopleBlogs,1.13536082,4.643845534,1148
How to Stop a Reverse Sneeze in Your Dog,2022-05-01T14:18:48Z,510475,8153,128,uL0bAMh7iaE,PetsAnimals,1.597139919,1.569974243,1148
Teeny Tiny Baby Is Now King Of The Kittens ❤️ | Dodo Kids | Baby 2 Big,2022-05-01T12:00:05Z,3097163,3621,0,6mPynZPJVM4,PetsAnimals,0.1169134463,0,1148
Zac Efron & a couple of champs at #UFCVegas53 👊,2022-05-01T00:50:32Z,210238,4783,111,mZmUW0ZxMwo,Sports,2.275040668,2.320719214,1148
The New 2022 Audi S8 Is a Luxury High-Performance Sedan,2022-04-30T16:06:38Z,767752,19053,2112,tHzSK-wEkQQ,AutosVehicles,2.481660745,11.08486852,1149
I Hallucinated Using A PingPong Ball (Ganzfeld Effect),2022-04-30T14:33:07Z,299416,17136,236,DsN4rFypeCE,Comedy,5.723141048,1.377217554,1149
Wheels On The Bus (School Version) | Kids Songs | Moonbug Kids - Nursery Rhymes for Babies,2022-04-30T09:00:02Z,148950226,305622,0,3fRIfoPdjLc,Education,0.2051839787,0,1149
What is perimeter of a Rectangle and how to find it? #math #youtube #mathtrick #shorts #learning,2022-04-30T00:38:41Z,495360,9660,154,BK2P2p1yhpA,Education,1.950096899,1.594202899,1149
Vlad and Niki and useful stories about good behavior from their life,2022-04-30T06:00:06Z,579025144,1845183,N/A,DEWdz8AInfk,Entertainment,0.3186706172,#VALUE!,1149
O hip hop do pônei | My Little Pony: Contando a sua história | #shorts #MLP @mylittleponyofficial,2022-04-30T14:00:33Z,120365,7143,0,l9gmDf7hdj0,FilmAnimation,5.934449383,0,1149
George Builds a Classroom Castle! 🐵 1 Hour of Curious George Adventures 🐵 Cartoons for Children,2022-04-30T11:00:49Z,20737170,29072,0,XqPI-dktG2o,FilmAnimation,0.1401927071,0,1149
A Ram Sam Sam #shorts | Comptine bébé - HeyKids,2022-04-30T08:57:09Z,6685046,111843,0,Xk5KgdjX99s,FilmAnimation,1.673032616,0,1149
I Turned an Entire Planet Into 100% Pure Lunacy - Planet Crafter,2022-04-30T19:01:22Z,10449630,224649,7254,ZTpRsEp-_04,Gaming,2.149827314,3.229037298,1149
How to Start a Minecraft Survival World the Right Way,2022-04-30T14:00:15Z,2822624,50330,1786,MvhzMpDGfYA,Gaming,1.783092612,3.548579376,1149
Streax Insta Shampoo Hair Colour Natural Black | How To Color Your Hair Naturally At Home #shorts,2022-04-30T20:10:52Z,338,3,0,_vu6aMjMNFs,HowtoStyle,0.8875739645,0,1149
How to play A Sky Full Of Stars by Coldplay on piano in 15 seconds 🔥🎹 #pianoteacher #pianotutorial,2022-04-30T07:16:15Z,340829,10968,37,BVxz-ngWyvI,Music,3.218036024,0.3373450036,1149
The Sharks Are Moved To Tears With Kronos Owner's Dilemma | Shark Tank US | Shark Tank Global,2022-04-30T15:59:50Z,6465045,95854,3813,aF6V9Yy6MY4,PeopleBlogs,1.482650159,3.977924761,1149
Crazy Coincidences 01 - The Why Files #shorts,2022-04-30T19:41:51Z,17484582,1135088,6677,kiCjb-5woXM,ScienceTech,6.491936725,0.5882363306,1149
Inside the Air Force's Flying Control Tower | E-3 Sentry,2022-04-30T16:00:10Z,2392075,33853,1082,oRLLxOwohEM,ScienceTech,1.415214824,3.196171683,1149
What Happens If You Put A Giant Propeller On A Bike?,2022-04-30T13:00:00Z,13572236,204236,10095,a5gbT7Uo5qY,ScienceTech,1.504807314,4.942811258,1149
LARGEST Smartphone collection in the WORLD 👀,2022-04-30T10:11:53Z,27648411,2073000,17405,axUIqvZAhd0,ScienceTech,7.497718404,0.839604438,1149
A NO-HITTER! FIVE Mets pitchers combine to toss FIRST NO-HITTER of year! (2nd in franchise history),2022-04-30T04:38:57Z,152954,3693,435,hBq5z31pHYM,Sports,2.414451404,11.77904143,1149
HOW TO TRAVEL ISTANBUL (on a BUDGET),2022-04-30T13:06:59Z,843705,16656,603,katClN-NOfs,TravelEvents,1.974149732,3.620317003,1149
"The ""Odd Rod"" is a 470bhp V8-Swapped Mad Max Style Miata | Top Gear American Tuned",2022-04-29T17:00:16Z,184968,7242,425,Y7tTK1M5JBQ,AutosVehicles,3.915271831,5.868544601,1150
"Jerry Seinfeld has a message for older men wearing jeans: ""you look bad."" #shorts",2022-04-29T18:04:10Z,196915,5963,194,tZepDowJZtA,Comedy,3.028210141,3.253395942,1150
A MACONHA DO THIAGO VENTURA,2022-04-29T16:12:07Z,3792180,356787,1117,yzyuFbyzj-0,Comedy,9.408493268,0.3130719449,1150
Are Gumball Machines a Good Side Hustle?,2022-04-29T00:46:19Z,33251235,2295556,10080,RHabx6Rmql4,Comedy,6.903671397,0.4391093051,1150
How I Use My Phone as a Camera Monitor #shorts,2022-04-29T23:00:05Z,194180,6537,61,GdCPvENRWHs,Education,3.366464105,0.9331497629,1150
PHP: Not a programming language,2022-04-29T17:00:34Z,449120,26399,96,lzlhNBpDeps,Education,5.877939081,0.3636501383,1150
Breaking a BIG myth #LLAShorts 241,2022-04-29T13:30:15Z,14435179,839295,6950,knDkw6w8oAs,Education,5.814233409,0.8280759447,1150
how to get a better eyesight | Things to do for better eyesight | improve eyesight | Letstute,2022-04-29T11:06:02Z,1152670,49820,147,ddtXqt6XMt8,Education,4.322139034,0.295062224,1150
How to cover a cake with chocolate ganache #shorts,2022-04-29T17:21:39Z,6875205,494602,1635,DXnAeRpDzxg,Entertainment,7.193996397,0.330568821,1150
ADLEYS TWiN MERMAiD!! Melody the Lost Mermaid of pirate island is back as a Real Kid! new 3D cartoon,2022-04-29T15:03:19Z,28137301,69809,1701,6IzDQzlcRac,Entertainment,0.248101266,2.43664857,1150
How To Pressure Wash A Driveway,2022-04-29T00:42:03Z,9096536,328189,963,B6SmN3teXaw,Entertainment,3.607845888,0.2934284818,1150
"Minecraft, But You Have An OVERPOWERED Pickaxe",2022-04-29T18:00:14Z,15383513,103191,2293,imfy3qenq6c,Gaming,0.6707895654,2.222093012,1150
How to make a Ginger Bug (Ginger Beer Starter),2022-04-29T15:37:00Z,720120,32979,270,ApcbznhB2KE,HowtoStyle,4.579653391,0.8187028109,1150
"Jo Bhi Dekhe Bole, She’s A Firecracker 🎶 🔥 | Jayeshbhai Jordaar | #yrfshorts",2022-04-29T15:00:31Z,1157332,44201,188,bi_6pq1tk1s,Music,3.81921523,0.4253297437,1150
Aprende a tocar el ritmo de Huapango  #shorts #viral  #guitar #mexico #2022 #huapango,2022-04-29T00:55:51Z,161093,8010,71,2xJymQssJIU,Music,4.972283091,0.88639201,1150
"DEG DEG; Qorshe xumida Deni iyo A Madobe, jabkii kudhacay maamulada Jubaland & Puntland, NN oo",2022-04-29T07:38:53Z,2152,25,1,We0FnH3J1Ys,NewsPolitics,1.161710037,4,1150
Você Sabia? A história de Grande Otelo #shorts,2022-04-29T23:00:00Z,18260,957,2,a2-lZo2Ills,NonprofitActivism,5.240963855,0.2089864159,1150
99.9% Of The NBA Will NEVER Accomplish This 💪,2022-04-29T15:55:54Z,1480437,90959,1463,pbhsT-bd8kE,PeopleBlogs,6.144064219,1.608416979,1150
3 Steps For A Perfect Makeup Base 👍,2022-04-29T15:30:05Z,6115682,190428,385,iChDOaMSnkc,PeopleBlogs,3.113765562,0.2021761506,1150
a khuda tu bolde tere baadlo ko,2022-04-29T09:10:08Z,1463,30,0,FWoU9Vh9zKE,PeopleBlogs,2.050580998,0,1150
hamra la kular || lage la grmiya bhojpuri status || a raja ho hamra la kular lagwayi deta ho,2022-04-29T05:13:00Z,223729,5800,80,l3sB1mjItjk,PeopleBlogs,2.592422082,1.379310345,1150
A Verdade Sobre A Indústria do Leite E O Bem Estar Animal!,2022-04-29T18:15:01Z,617,71,20,D3mtcZbpSlI,PetsAnimals,11.50729335,28.16901408,1150
γεννάνε και τα κοκόρια μας,2022-04-29T18:14:00Z,1101,37,1,bu4A1vn_6O4,PetsAnimals,3.36058129,2.702702703,1150
What Happens If You Fall Into a Pool of Liquid Nitrogen? #Shorts,2022-04-29T15:00:13Z,1019706,64737,458,DBxyIJ2gkxc,ScienceTech,6.348594595,0.7074779492,1150
Samsung vs iPhone  - Which one survives a BOWLING BALL?,2022-04-29T09:40:45Z,21953663,1809656,7133,F0fMoqY9qI0,ScienceTech,8.243070872,0.3941633106,1150
This 89-year-old WWII veteran ran for a touchdown 👏,2022-04-29T23:53:38Z,8156970,552481,3904,4JFpdOX_cFw,Sports,6.773115507,0.7066306353,1150
Collin Morikawa Is Not A Human Being...,2022-04-29T19:06:43Z,1076035,22644,102,q98WTsDX1oM,Sports,2.104392515,0.4504504505,1150
The McGill Big 3 (HOW TO DO IT CORRECTLY),2022-04-29T17:58:44Z,1238242,61837,379,C89EKtI8a3o,Sports,4.99393495,0.6129016608,1150
YADIER MOLINA STEALS A BASE!!!,2022-04-29T01:55:37Z,136062,7342,105,lGU7RI6ksBo,Sports,5.396069439,1.430128031,1150
ALL These RVs are Towable by a Toyota Tacoma! #shorts,2022-04-28T21:01:38Z,112724,4753,72,a_zlLqOzcmE,AutosVehicles,4.216493382,1.514832737,1151
The everyday life of fish,2022-04-28T18:48:14Z,44117384,2197653,4455,BG8SONvb-iE,Comedy,4.981376502,0.2027162614,1151
Фокус 🎩 Как хитрая девочка сделала брата из подушек 👀! Смешно до слез 😂,2022-04-28T10:00:34Z,8983001,213166,N/A,vq4oGSVH0gk,Comedy,2.372993168,#VALUE!,1151
How fast can I solve a hamburger? 🍔,2022-04-28T22:48:52Z,27097679,1136670,3343,rzSo0u0eUIc,Entertainment,4.194713503,0.2941047094,1151
Rerooting a haunt couture frankie monster high doll #shorts,2022-04-28T19:00:04Z,1212251,89226,196,GO3BXy57iKs,Entertainment,7.36035689,0.2196669132,1151
How To Tattoo A Line,2022-04-28T01:52:43Z,1033108,26701,160,HXdqBcwyiYo,HowtoStyle,2.584531337,0.5992284933,1151
Drawing Plants vs. Zombies With a Piano (Live MIDI Art),2022-04-28T16:18:10Z,331282,22553,444,2vXjCxALZAY,Music,6.807795171,1.968695961,1151
FIORE A MARZO 🌼 Una canzone sulla timidezza #shorts,2022-04-28T10:30:00Z,246578,19359,632,aUpM06nfRrk,Music,7.851065383,3.264631438,1151
Rocket engine cycles: How do you power a rocket engine?,2022-04-28T19:29:57Z,1762796,46978,2002,Owji-ukVt9M,ScienceTech,2.664970876,4.261569245,1151
How to create a new partition in the Windows PC,2022-04-28T15:48:19Z,614967,20740,115,tq1IQB8EWvc,ScienceTech,3.372538689,0.5544840887,1151
What is a haboob?! #shorts,2022-04-28T12:59:01Z,84979,3201,79,Hg7Iyd8jakM,ScienceTech,3.766812977,2.467978757,1151
Why does The Rock lie about his height?,2022-04-28T21:14:47Z,37007056,1289368,5763,0B5zVFj8ggU,Sports,3.484113948,0.4469631633,1151
Husker Cornerback Cam Taylor-Britt is a FREAK Athlete 🤯 #shorts,2022-04-28T02:15:07Z,759110,50433,381,Vpl5QTITyyw,Sports,6.643701176,0.755457736,1151
choose a power. #shorts #power #choose #superpower,2022-04-28T10:08:36Z,2384058,153010,15012,L9U6eqqtUZQ,TravelEvents,6.418048554,9.811123456,1151
When The Smart Kid Gets In The Studio,2022-04-27T18:48:49Z,9172756,642929,8988,5B7pBMx_H2k,Comedy,7.009114818,1.397977071,1152
"I'm such a feminist that I believe in God, because God is a woman... 🎤: Hunter Duncan #Shorts",2022-04-27T16:00:37Z,571861,31549,877,6snRgldK8qo,Comedy,5.516900086,2.779802846,1152
How to deep squat! Fixing the problem #shorts,2022-04-27T17:14:42Z,2031178,135084,1024,71mWF9jAw5k,Education,6.650524966,0.7580468449,1152
LLEVO LA MILANESA A OTRO NIVEL! #shorts,2022-04-27T23:00:15Z,3100407,284406,958,yxKyYBjh9ZA,Entertainment,9.173182747,0.3368424014,1152
Heroic Dog Stops Truck To Get Help For Owner Having Seizure | An Animal Saved My Life | A&E #shorts,2022-04-27T15:00:06Z,3578038,282196,4064,4A0ng6vFLZg,Entertainment,7.886892202,1.440133808,1152
On a classé les 5 meilleures céréales...,2022-04-27T08:00:18Z,765210,59475,2104,7hSI_H8mgQA,Entertainment,7.77237621,3.537620849,1152
Leaves From The Vine (Little Soldier Boy) 🍃 | Avatar #Shorts,2022-04-27T13:59:52Z,518646,52207,1128,TPwA3DECSbU,FilmAnimation,10.06601805,2.160629801,1152
You got turned into a genie (FINALE) #wishes #wish #pov #youtubeshorts #shorts,2022-04-27T03:30:12Z,2984710,267276,267,FaIWA_wbp34,FilmAnimation,8.954839834,0.09989673596,1152
"Are You a Mexican or a Mexican't - Once Upon A Time In Mexico (Johnny Depp, Danny Trejo 4K HD Clip)",2022-04-27T02:30:00Z,152833,4848,79,2K-v1TvMPlI,FilmAnimation,3.172089797,1.629537954,1152
High Noon Leona brings glorious fashion to a skinline that badly needs it (part 4),2022-04-27T16:30:11Z,587033,47724,396,evICK27Ma64,Gaming,8.129696286,0.8297711843,1152
People Swimming In The Waterfalls Basin #shorts #youtubeshorts #viral,2022-04-27T21:47:05Z,1645,39,11,3yZKfpBBZBo,Music,2.370820669,28.20512821,1152
What a voice!! Can’t wait for y’all to hear Alexandra Kay out on the road #shorts #timmcgraw,2022-04-27T13:29:43Z,1488308,76835,1418,lzuYQ9GeY3s,Music,5.162573876,1.845513113,1152
I Wrote a Song Using Only HATE COMMENTS 3 - Madilyn Bailey #shorts,2022-04-27T12:46:11Z,2530533,168405,13918,bBn4VWiPjBE,Music,6.654922105,8.26460022,1152
"김정은, 열병식서 할아버지처럼 ‘흰 원수복’ / 채널A #shorts",2022-04-27T07:41:24Z,215538,2267,132,YTTLSZPLYBc,NewsPolitics,1.051786692,5.822673136,1152
The Power of Big Oil Part Two: Doubt (full documentary) | FRONTLINE,2022-04-27T02:00:08Z,1178033,8109,1296,qMe-BYUIPLU,NewsPolitics,0.6883508357,15.98224195,1152
How's the Josh of Indian Army? Jai Hind Proud of Indian Army,2022-04-27T07:54:33Z,16669468,788880,2547,eKuFbjVhf4M,NonprofitActivism,4.732484564,0.3228627928,1152
Quadriplegic Gives Wife a Standing Hug | Cole & Charisma,2022-04-27T22:30:01Z,2924340,173749,2170,1tNw2QFF2QM,PeopleBlogs,5.941477393,1.248928051,1152
How to Fix a Headache in Seconds #Shorts,2022-04-27T13:30:13Z,2386421,84836,2107,cMThkDoozj0,PeopleBlogs,3.554946927,2.483615446,1152
Why you SHOULDN’T build a mobile app 📱👩‍💻 #technology #programming #software #career #tech,2022-04-27T17:30:44Z,2018564,62983,1417,2HXurvD-ljY,ScienceTech,3.120188411,2.249813442,1152
I Swam in a Pool of Liquid Mecury #Shorts,2022-04-27T15:00:06Z,29476806,1911817,6794,AWTuvTJKtr0,ScienceTech,6.485834999,0.3553687408,1152
Hallar la presión creada por el agua a cierta profundidad. Presión hidrostática.,2022-04-27T11:57:46Z,119754,5520,63,TApphcKFvms,ScienceTech,4.609449371,1.141304348,1152
"Is a ""Privacy"" Screen Protector worth it? #partner",2022-04-27T11:35:12Z,200444,6708,113,KDv43wKRCpw,ScienceTech,3.346570613,1.684555754,1152
"How does Joe Rogan make more than $100,000,000 a year?",2022-04-27T19:31:06Z,221603,7532,102,-5Q0AOByCoM,Sports,3.398870954,1.354221986,1152
Jurgen Klopp does a Scouse accent at press conference 😂,2022-04-27T17:51:19Z,394772,7982,190,eC8o3FQVo-k,Sports,2.02192658,2.380355801,1152
The Rise Of Rory Mcilroy | A Short Golf Documentary,2022-04-27T18:41:45Z,440495,4546,275,-bbmSu7gXZc,TravelEvents,1.032020795,6.049274087,1152
PARIS to LONDON on the incredible Eurostar UNDER THE SEA!,2022-04-27T16:30:01Z,3414051,30048,1734,9syZa5XpKfE,TravelEvents,0.8801274498,5.770766773,1152
I'm The Guy From Mr. Beast,2022-04-26T18:45:13Z,72272159,3269168,9497,2ko71sUI0sc,Comedy,4.523412674,0.2905020482,1153
Do This the Next Time You’re Studying,2022-04-26T22:22:54Z,13104071,811396,1705,2zUee0Cb318,Education,6.191938368,0.2101316743,1153
Everything You Wanted To Know About Negative Space (In Under a Minute),2022-04-26T13:13:36Z,10588515,767476,1296,LM56UZkdDBQ,Education,7.248192971,0.1688652153,1153
Go Easy on Me Recorder #goeasyonme #adele #recorder #flute #tutorial  #trending #viral #cover,2022-04-26T09:57:01Z,318,6,1,dWGnBpYF4Ic,Music,1.886792453,16.66666667,1153
streets (doja cat) but as a movie soundtrack (violin solo) #shorts,2022-04-26T01:04:50Z,271664,29936,418,lilViTj0XqI,Music,11.01949467,1.396312133,1153
The Bin Laden Papers: Examining the documents seized from the al Qaeda leader's compound,2022-04-26T13:52:36Z,4929204,38877,6870,GyHZqX6QlSU,NewsPolitics,0.7887074668,17.6711166,1153
Possibly why a chiffon cake deflates?,2022-04-26T13:00:21Z,92556,2979,34,lm3m3G7r-VI,PeopleBlogs,3.218591988,1.141322591,1153
Pony sits like a Human! | This Esme,2022-04-26T17:01:36Z,329093,19226,226,-t4saPnoWis,PetsAnimals,5.842117578,1.175491522,1153
Under a spell in New Orleans 🎭,2022-04-26T14:18:38Z,36338508,1058243,4973,HCR-qpnvgVk,Sports,2.912180654,0.4699298743,1153
Road trip on the gorgeous Southern OREGON Coast! (from Brookings to Bandon),2022-04-26T15:00:15Z,348450,6946,632,b6xthjHlfL4,TravelEvents,1.99339934,9.098761877,1153
BTS's Reaction To Trevor Noah's Squid Game Joke At The GRAMMYs 😂 #btsshorts,2022-04-25T15:46:25Z,44898183,1986274,3223,rkwOw1QxvDs,Comedy,4.423951856,0.1622636152,1154
Superpower ~ You get a Magical Lipgloss 💄 @PragatiVermaa @TriptiVerma,2022-04-25T01:54:18Z,22662402,1517020,1789,_GnynrFZMng,Comedy,6.69399475,0.1179285705,1154
